R_angstrom,E_RHF_aug-cc-pV5Z_hartree
0.2,0.005474210599670445
0.2048048048048048,-0.04803352931584711
0.20960960960960962,-0.0986952814701394
0.21441441441441442,-0.1467055272926149
0.21921921921921922,-0.19224177988167718
0.22402402402402405,-0.23546639415169845
0.22882882882882882,-0.27652814964851535
0.23363363363363365,-0.3155636386846837
0.23843843843843845,-0.352698487179711
0.24324324324324326,-0.3880484312822643
0.24804804804804806,-0.4217202692935151
0.25285285285285286,-0.453812705440625
0.2576576576576577,-0.4844170996074025
0.26246246246246246,-0.5136181350506585
0.2672672672672673,-0.541494414422885
0.27207207207207207,-0.5681189929475152
0.2768768768768769,-0.5935598563840083
0.2816816816816817,-0.6178803503555599
0.2864864864864865,-0.6411395667524965
0.2912912912912913,-0.6633926921452775
0.2960960960960961,-0.684691322538063
0.30090090090090094,-0.7050837480733438
0.3057057057057057,-0.7246152113108848
0.3105105105105105,-0.74332814148895
0.3153153153153153,-0.7612623676370013
0.32012012012012014,-0.7784553126178279
0.3249249249249249,-0.7949421700764288
0.32972972972972975,-0.8107560660286866
0.3345345345345345,-0.825928206618057
0.33933933933933935,-0.8404880133995173
0.3441441441441442,-0.8544632473609297
0.34894894894894896,-0.8678801227549341
0.35375375375375373,-0.8807634117067431
0.35855855855855856,-0.8931365404514263
0.3633633633633634,-0.9050216779882746
0.36816816816816816,-0.9164398430472596
0.37297297297297294,-0.9274108791028249
0.37777777777777777,-0.9379536739205233
0.3825825825825826,-0.948086124655385
0.3873873873873874,-0.9578252221840031
0.3921921921921922,-0.9671871065502187
0.396996996996997,-0.9761871182995258
0.4018018018018018,-0.9848398461617713
0.40660660660660664,-0.9931591714028954
0.4114114114114114,-1.0011583090920535
0.4162162162162162,-1.0088498465405433
0.421021021021021,-1.0162457791367236
0.42582582582582584,-1.0233575437785063
0.4306306306306306,-1.0301960500890437
0.43543543543543545,-1.0367717095813542
0.4402402402402402,-1.043094462927581
0.44504504504504505,-1.0491738054697444
0.4498498498498499,-1.0550188111001797
0.45465465465465466,-1.0606381546431203
0.4594594594594595,-1.066040132823185
0.46426426426426426,-1.071232683939651
0.4690690690690691,-1.0762234063386997
0.47387387387387386,-1.081019575749192
0.4786786786786787,-1.0856281615869037
0.48348348348348347,-1.0900558422813877
0.4882882882882883,-1.0943090196979162
0.49309309309309307,-1.09839383272178
0.4978978978978979,-1.1023161700545063
0.5027027027027027,-1.1060816822882107
0.5075075075075075,-1.1096957933097553
0.5123123123123123,-1.1131637110008843
0.5171171171171172,-1.1164904374764892
0.521921921921922,-1.1196807787217462
0.5267267267267267,-1.1227393536017196
0.5315315315315315,-1.125670602545268
0.5363363363363363,-1.1284787957009084
0.5411411411411411,-1.1311680406692248
0.5459459459459459,-1.1337422898332146
0.5507507507507508,-1.1362053473170861
0.5555555555555556,-1.1385608755690018
0.5603603603603604,-1.1408124016115861
0.5651651651651652,-1.1429633229715375
0.56996996996997,-1.1450169132964259
0.5747747747747748,-1.146976327691601
0.5795795795795795,-1.1488446077769756
0.5843843843843843,-1.15062468649415
0.5891891891891892,-1.152319392669922
0.593993993993994,-1.1539314553472977
0.5987987987987988,-1.1554635079111724
0.6036036036036037,-1.1569180920015472
0.6084084084084084,-1.1582976612428564
0.6132132132132132,-1.1596045847963488
0.618018018018018,-1.160841150735902
0.6228228228228228,-1.1620095692716599
0.6276276276276276,-1.1631119758227841
0.6324324324324324,-1.1641504339480853
0.6372372372372372,-1.16512693814838
0.6420420420420421,-1.166043416520849
0.6468468468468469,-1.1669017333439309
0.6516516516516516,-1.1677036914955186
0.6564564564564564,-1.1684510347997135
0.6612612612612612,-1.1691454502579637
0.666066066066066,-1.169788570190922
0.6708708708708708,-1.1703819742874044
0.6756756756756757,-1.1709271915656212
0.6804804804804805,-1.1714257022534047
0.6852852852852853,-1.1718789395903861
0.6900900900900901,-1.1722882915512811
0.6948948948948949,-1.1726551025024716
0.6996996996996997,-1.172980674786049
0.7045045045045044,-1.1732662702379815
0.7093093093093092,-1.173513111646518
0.7141141141141141,-1.1737223841469973
0.7189189189189189,-1.1738952365612574
0.7237237237237237,-1.1740327826804582
0.7285285285285286,-1.174136102497341
0.7333333333333334,-1.1742062433866625
0.7381381381381382,-1.1742442212368867
0.7429429429429428,-1.174251021538987
0.7477477477477477,-1.1742276004285799
0.7525525525525525,-1.1741748856873602
0.7573573573573573,-1.1740937777068512
0.7621621621621621,-1.1739851504082182
0.766966966966967,-1.1738498521345841
0.7717717717717718,-1.173688706499829
0.7765765765765766,-1.1735025132109143
0.7813813813813815,-1.1732920488553797
0.7861861861861861,-1.1730580676599174
0.7909909909909909,-1.1728013022202957
0.7957957957957957,-1.172522464202476
0.8006006006006006,-1.1722222450205086
0.8054054054054054,-1.1719013164851038
0.8102102102102102,-1.1715603314331502
0.815015015015015,-1.171199924329408
0.8198198198198199,-1.170820711850551
0.8246246246246247,-1.170423293444933
0.8294294294294293,-1.1700082518743264
0.8342342342342342,-1.169576153735056
0.839039039039039,-1.1691275499625895
0.8438438438438438,-1.1686629763144176
0.8486486486486486,-1.1681829538413604
0.8534534534534535,-1.1676879893377308
0.8582582582582583,-1.1671785757787718
0.8630630630630631,-1.166655192741121
0.867867867867868,-1.1661183068108782
0.8726726726726726,-1.1655683719752286
0.8774774774774774,-1.1650058300096282
0.8822822822822822,-1.1644311108179624
0.8870870870870871,-1.1638446328255438
0.8918918918918919,-1.1632468032965997
0.8966966966966967,-1.1626380186698515
0.9015015015015015,-1.1620186648802788
0.9063063063063064,-1.1613891176672093
0.911111111111111,-1.1607497428731337
0.9159159159159158,-1.1601008967337052
0.9207207207207206,-1.159442926155658
0.9255255255255255,-1.1587761689887432
0.9303303303303303,-1.1581009542861915
0.9351351351351351,-1.1574176025581648
0.93993993993994,-1.1567264260157115
0.9447447447447448,-1.1560277288081127
0.9495495495495496,-1.1553218072513731
0.9543543543543542,-1.154608950050289
0.9591591591591591,-1.1538894385131766
0.9639639639639639,-1.1531635467579195
0.9687687687687687,-1.1524315419150577
0.9735735735735735,-1.1516936843207464
