R_angstrom,E_ROHF_aug-cc-pV5Z_hartree
0.2,0.8306530093084294
0.2048048048048048,0.7746006304008699
0.20960960960960962,0.7213941535643322
0.21441441441441442,0.6708400579786737
0.21921921921921922,0.6227617326431143
0.22402402402402405,0.5769976695924086
0.22882882882882882,0.5333998842447891
0.23363363363363365,0.4918325302424942
0.23843843843843845,0.45217068139750216
0.24324324324324326,0.41429925767341347
0.24804804804804806,0.3781120757003842
0.25285285285285286,0.343511007276899
0.2576576576576577,0.31040523177505097
0.26246246246246246,0.278710570423953
0.2672672672672673,0.24834889217323353
0.27207207207207207,0.21924758229234276
0.2768768768768769,0.19133906608919538
0.2816816816816817,0.16456038117229954
0.2864864864864865,0.13885279256372818
0.2912912912912913,0.11416144572347209
0.2960960960960961,0.09043505318812795
0.30090090090090094,0.06762561107734322
0.3057057057057057,0.04568814219330597
0.3105105105105105,0.024580462844797646
0.3153153153153153,0.004262970876947714
0.32012012012012014,-0.015301547309410912
0.3249249249249249,-0.034148092703592425
0.32972972972972975,-0.05230961432318204
0.3345345345345345,-0.06981715607436167
0.33933933933933935,-0.08669999119153737
0.3441441441441442,-0.10298574546308692
0.34894894894894896,-0.11870051031793616
0.35375375375375373,-0.13386894673172756
0.35855855855855856,-0.14851438080979817
0.3633633633633634,-0.1626588918137597
0.36816816816816816,-0.1763233933194026
0.37297297297297294,-0.18952770812439024
0.37777777777777777,-0.20229063745693576
0.3825825825825826,-0.21463002499208828
0.3873873873873874,-0.2265628161186528
0.3921921921921922,-0.23810511286632563
0.396996996996997,-0.24927222486380307
0.4018018018018018,-0.26007871665116555
0.40660660660660664,-0.2705384516568843
0.4114114114114114,-0.2806646331051459
0.4162162162162162,-0.2904698421060343
0.421021021021021,-0.2999660731492513
0.42582582582582584,-0.30916476720840547
0.4306306306306306,-0.31807684264098546
0.43543543543543545,-0.32671272405261864
0.4402402402402402,-0.33508236928869417
0.44504504504504505,-0.34319529467604504
0.4498498498498499,-0.3510605986667059
0.45465465465465466,-0.35868698398711674
0.4594594594594595,-0.3660827784031051
0.46426426426426426,-0.3732559542049183
0.4690690690690691,-0.38021414650321117
0.47387387387387386,-0.38696467041127036
0.4786786786786787,-0.39351453720276774
0.48348348348348347,-0.39987046950840166
0.4882882882882883,-0.4060389156195052
0.49309309309309307,-0.41202606295671385
0.4978978978978979,-0.41783785076351454
0.5027027027027027,-0.42347998207506876
0.5075075075075075,-0.428957935005978
0.5123123123123123,-0.43427697340666915
0.5171171171171172,-0.43944215692767563
0.521921921921922,-0.4444583505266666
0.5267267267267267,-0.44933023346053136
0.5315315315315315,-0.4540623077841415
0.5363363363363363,-0.45865890640000384
0.5411411411411411,-0.4631242006754712
0.5459459459459459,-0.4674622076567442
0.5507507507507508,-0.471676796913418
0.5555555555555556,-0.4757716970169613
0.5603603603603604,-0.47975050169350986
0.5651651651651652,-0.48361667566127897
0.56996996996997,-0.48737356017106725
0.5747747747747748,-0.49102437826826184
0.5795795795795795,-0.49457223979343024
0.5843843843843843,-0.4980201461338215
0.5891891891891892,-0.5013709947429583
0.593993993993994,-0.5046275834354994
0.5987987987987988,-0.5077926144808639
0.6036036036036037,-0.5108686984898578
0.6084084084084084,-0.5138583581216738
0.6132132132132132,-0.5167640316156147
0.618018018018018,-0.5195880761492716
0.6228228228228228,-0.5223327710444128
0.6276276276276276,-0.525000320822725
0.6324324324324324,-0.5275928581194081
0.6372372372372372,-0.5301124464625051
0.6420420420420421,-0.5325610829276586
0.6468468468468469,-0.5349407006731175
0.6516516516516516,-0.5372531713570501
0.6564564564564564,-0.5395003074557131
0.6612612612612612,-0.5416838644716793
0.666066066066066,-0.5438055430508161
0.6708708708708708,-0.5458669910070826
0.6756756756756757,-0.5478698052583951
0.6804804804804805,-0.5498155336826545
0.6852852852852853,-0.5517056768945956
0.6900900900900901,-0.5535416899463813
0.6948948948948949,-0.5553249839611512
0.6996996996996997,-0.5570569276961782
0.7045045045045044,-0.5587388490404196
0.7093093093093092,-0.5603720364550631
0.7141141141141141,-0.5619577403514319
0.7189189189189189,-0.5634971744145268
0.7237237237237237,-0.5649915168738632
0.7285285285285286,-0.5664419117221877
0.7333333333333334,-0.5678494698858534
0.7381381381381382,-0.5692152703485066
0.7429429429429428,-0.57054036123145
0.7477477477477477,-0.5718257608296694
0.7525525525525525,-0.5730724586087454
0.7573573573573573,-0.5742814161628652
0.7621621621621621,-0.5754535681339978
0.766966966966967,-0.5765898230990416
0.7717717717717718,-0.5776910644192882
0.7765765765765766,-0.5787581510603064
0.7813813813813815,-0.579791918379768
0.7861861861861861,-0.5807931788848804
0.7909909909909909,-0.581762722963882
0.7957957957957957,-0.5827013195868928
0.8006006006006006,-0.5836097169847143
0.8054054054054054,-0.5844886432993297
0.8102102102102102,-0.585338807213457
0.815015015015015,-0.5861608985544626
0.8198198198198199,-0.5869555888797938
0.8246246246246247,-0.5877235320379869
0.8294294294294293,-0.5884653647126037
0.8342342342342342,-0.589181706944723
0.839039039039039,-0.5898731626391983
0.8438438438438438,-0.5905403200502393
0.8486486486486486,-0.5911837522530455
0.8534534534534535,-0.5918040175975816
0.8582582582582583,-0.5924016601465579
0.8630630630630631,-0.59297721009906
0.867867867867868,-0.5935311841998732
0.8726726726726726,-0.5940640861328081
0.8774774774774774,-0.5945764069047591
0.8822822822822822,-0.5950686252129326
0.8870870870870871,-0.595541207801529
0.8918918918918919,-0.595994609807041
0.8966966966966967,-0.596429275090117
0.9015015015015015,-0.5968456365595165
0.9063063063063064,-0.5972441164822695
0.911111111111111,-0.5976251267858865
0.9159159159159158,-0.5979890693495616
0.9207207207207206,-0.5983363362863758
0.9255255255255255,-0.5986673102164132
0.9303303303303303,-0.5989823645311199
0.9351351351351351,-0.5992818636493158
0.93993993993994,-0.5995661632638863
0.9447447447447448,-0.5998356105826529
0.9495495495495496,-0.6000905445598284
0.9543543543543542,-0.6003312961215105
0.9591591591591591,-0.6005581883833725
0.9639639639639639,-0.6007715368610773
0.9687687687687687,-0.600971649675769
0.9735735735735735,-0.6011588277519193
0.9783783783783784,-0.6013333650083974
0.9831831831831832,-0.601495548546331
0.987987987987988,-0.6016456588282952
0.9927927927927929,-0.6017839698538217
0.9975975975975975,-0.6019107493289272
1.0024024024024023,-0.6020262588306509
1.0072072072072071,-0.6021307539669785
1.012012012012012,-0.6022244845311697
1.0168168168168168,-0.6023076946524064
1.0216216216216216,-0.6023806229410149
1.0264264264264265,-0.602443502630683
1.0312312312312313,-0.6024965617154066
1.0360360360360361,-0.6025400230824082
1.0408408408408407,-0.6025741046419723
1.0456456456456455,-0.6025990194529984
1.0504504504504504,-0.6026149758450462
1.0552552552552552,-0.6026221775363844
1.06006006006006,-0.6026208237497113
1.0648648648648649,-0.6026111093236192
1.0696696696696697,-0.6025932248211143
1.0744744744744745,-0.6025673566354328
1.0792792792792794,-0.6025336870925865
1.084084084084084,-0.6024923945506933
1.0888888888888888,-0.6024436534974358
1.0936936936936936,-0.602387634643866
1.0984984984984985,-0.6023245050161725
1.1033033033033033,-0.6022544280447868
1.1081081081081081,-0.6021775636509393
1.112912912912913,-0.6020940683308548
1.1177177177177178,-0.6020040952378607
1.1225225225225224,-0.6019077942622013
1.1273273273273272,-0.601805312108144
1.132132132132132,-0.6016967923701785
1.1369369369369369,-0.6015823756058811
1.1417417417417417,-0.6014621994076186
1.1465465465465465,-0.6013363984722111
1.1513513513513514,-0.6012051046689166
1.1561561561561562,-0.6010684471049035
1.160960960960961,-0.6009265521895004
1.1657657657657656,-0.6007795436975076
1.1705705705705705,-0.6006275428291183
