R_Ang,E_CCSD_Ha,omega_root1_Ha,omega_root1_eV,E_total_root1_Ha
0.2,0.021706560582350265,0.7296061812,19.853595604093506,0.7513127417823502
0.2190954773869347,-0.17681693692565134,0.7198618921,19.588439989700834,0.5430449551743486
0.23819095477386937,-0.33825177828881803,0.7100642704,19.321833121330062,0.37181249211118195
0.25728643216080405,-0.47100547846035723,0.7002638148,19.055149138611807,0.22925833633964277
0.27638190954773867,-0.5811763747468713,0.6905026814,18.789535167465793,0.1093263066531287
0.2954773869346734,-0.6732937497533718,0.6808159159,18.525944849970983,0.007522166146628262
0.314572864321608,-0.750790414447575,0.6712326043,18.265169656507723,-0.07955781014757501
0.3336683417085427,-0.8163141729530258,0.6617768176,18.00786459235435,-0.15453735535302582
0.3527638190954774,-0.871938634033655,0.6524682397,17.75456528371658,-0.219470394333655
0.37185929648241206,-0.9193092899929081,0.6433223967,17.505694217298416,-0.27598689329290804
0.39095477386934674,-0.9597469715589387,0.6343504706,17.261555670820854,-0.3253965009589387
0.41005025125628136,-0.9943226369605864,0.6255588067,17.022322308693045,-0.36876383026058646
0.4291457286432161,-1.023912471337576,0.6169484181,16.788021698770393,-0.406964053237576
0.4482412060301507,-1.0492391639343706,0.6085149521,16.558535398051983,-0.4407242118343706
0.4673366834170854,-1.070903270651559,0.6002495448,16.333622207531278,-0.47065372585155907
0.4864321608040201,-1.089407323543102,0.5921406317,16.112967441132025,-0.4972666918431021
0.5055276381909548,-1.1051745456827657,0.584176272,15.896246173133344,-0.5209982736827657
0.5246231155778894,-1.1185635004706096,0.5763462332,15.683179963025472,-0.5422172672706096
0.543718592964824,-1.1298796457513498,0.5686432177,15.47357023299614,-0.5612364280513498
0.5628140703517588,-1.1393845130376006,0.5610630698,15.267303900687525,-0.5783214432376006
0.5819095477386935,-1.1473030532322768,0.5536042275,15.064338461914312,-0.5936988257322767
0.601005025125628,-1.1538295591255507,0.546266844,14.864678085460872,-0.6075627151255507
0.6201005025125628,-1.159132477141575,0.539051931,14.668350301086672,-0.6200805461415749
0.6391959798994975,-1.163358346715066,0.5319607045,14.475388197837386,-0.6313976422150661
0.6582914572864321,-1.1666350493877067,0.5249941729,14.285819215674904,-0.6416408764877067
0.6773869346733667,-1.1690745070386075,0.5181529281,14.09965946101875,-0.6509215789386075
0.6964824120603015,-1.170774936386808,0.5114370822,13.916911984265312,-0.6593378541868081
0.7155778894472362,-1.1718227429296812,0.5048462874,13.737567321294465,-0.6669764555296812
0.7346733668341707,-1.1722941193289105,0.4983798042,13.561605349286072,-0.6739143151289104
0.7537688442211055,-1.172256399951475,0.4920365848,13.388997556149627,-0.680219815151475
0.7728643216080402,-1.171769213453148,0.4858153578,13.219709345328658,-0.6859538556531481
0.7919597989949749,-1.1708854660588712,0.4797147058,13.053702147404298,-0.6911707602588713
0.8110552763819094,-1.1696521853169164,0.4737331286,12.890935139854903,-0.6959190567169165
0.8301507537688442,-1.1681112450651645,0.4678690941,12.731366632115604,-0.7002421509651645
0.8492462311557789,-1.166299992667077,0.4621210757,12.57495508328416,-0.7041789169670769
0.8683417085427134,-1.1642517860065182,0.4564875791,12.421659831386098,-0.7077642069065182
0.8874371859296482,-1.1619964752664445,0.4509671598,12.271441569573993,-0.7110293154664444
0.9065326633165829,-1.1595608025553659,0.4455584349,12.1242626672218,-0.7140023676553658
0.9256281407035176,-1.1569687652249754,0.4402600896,11.980087346798884,-0.7167086756249754
0.9447236180904521,-1.1542419276724583,0.4350708818,11.83888180904239,-0.7191710458724583
0.9638190954773869,-1.1513996951405505,0.4299896437,11.70061427649546,-0.7214100514405506
0.9829145728643216,-1.148459553624925,0.4250152826,11.565255015276342,-0.7234442710249249
1.0020100502512561,-1.145437280335722,0.4201467812,11.432776343241809,-0.7252904991357221
1.0211055276381908,-1.1423471285480633,0.415383196,11.303152586448938,-0.7269639325480632
1.0402010050251256,-1.1392019901505424,0.4107236564,11.176360054664862,-0.7284783337505423
1.0592964824120603,-1.1360135387444659,0.4061673623,11.052376976059444,-0.7298461764444659
1.0783919597989948,-1.1327923557517794,0.4017135813,10.931183421013403,-0.7310787744517794
1.0974874371859296,-1.1295480416498715,0.3973616459,10.812761225926414,-0.7321863957498715
1.1165829145728643,-1.126289314208733,0.3931109486,10.697093859881335,-0.733178365608733
1.1356783919597988,-1.1230240952646318,0.3889609391,10.584166348452316,-0.7340631561646318
1.1547738693467335,-1.1197595874647435,0.384911118,10.473965102273064,-0.7348484694647435
1.1738693467336683,-1.1165023422032363,0.3809610315,10.3664777728165,-0.7355413107032363
1.192964824120603,-1.1132583197758683,0.3771102659,10.261693102732137,-0.7361480538758682
1.2120603015075375,-1.1100329427555766,0.3733584408,10.159600740808646,-0.7366745019555766
1.2311557788944723,-1.1068311433709195,0.3697052023,10.06019105693643,-0.7371259410709194
1.250251256281407,-1.1036574056382598,0.3661502163,9.96345495979135,-0.7375071893382598
1.2693467336683415,-1.1005158028863022,0.3626931609,9.869383690028172,-0.7378226419863023
1.2884422110552762,-1.0974100311347847,0.35933372,9.777968646127704,-0.7380763111347848
1.307537688442211,-1.0943434394251974,0.356071574,9.689201131330899,-0.7382718654251974
1.3266331658291455,-1.0913190560172752,0.3529063961,9.603072252956734,-0.7384126599172751
1.3457286432160802,-1.0883396128439626,0.3498378432,9.519572674778587,-0.7385017696439626
1.364824120603015,-1.085407567031636,0.3468655515,9.438692497294142,-0.7385420155316361
1.3839195979899497,-1.0825251203729047,0.3439891291,9.36042105636113,-0.7385359912729047
1.4030150753768842,-1.0796942368933446,0.3412081526,9.284746830678614,-0.7384860842933447
1.422110552763819,-1.0769166587247387,0.3385221617,9.211657294845505,-0.7383944970247387
1.4412060301507537,-1.0741939204702484,0.3359306562,9.141138837726404,-0.7382632642702485
1.4603015075376882,-1.0715273622256254,0.3334330922,9.073176659048329,-0.7380942700256254
1.479396984924623,-1.0689181414033726,0.3310288802,9.007754717699088,-0.7378892612033726
1.4984924623115576,-1.0663672434913836,0.3287173832,8.944855680025647,-0.7376498602913836
1.5175879396984924,-1.06387549186645,0.3264979148,8.884460868132482,-0.7373775770664499
1.5366834170854269,-1.0614435567732263,0.3243697389,8.826550251718178,-0.7370738178732263
1.5557788944723616,-1.0590719635705492,0.3223320688,8.771102423585177,-0.7367398947705492
1.5748743718592964,-1.0567611003402342,0.320384067,8.718094594197497,-0.7363770333402342
1.5939698492462309,-1.0545112249465753,0.3185248451,8.667502588959598,-0.7359863798465753
1.6130653266331656,-1.052322471628491,0.3167534642,8.619300859100932,-0.7355690074284909
1.6321608040201003,-1.050194857199666,0.3150689343,8.573462465349117,-0.735125922899666
1.651256281407035,-1.0481282869262158,0.3134702158,8.52995911874701,-0.7346580711262158
1.6703517587939696,-1.0461225601440287,0.3119562185,8.488761153441327,-0.7341663416440287
1.6894472361809043,-1.0441773756715305,0.310525803,8.449837564778578,-0.7336515726715305
1.708542713567839,-1.0422923370661585,0.3091777806,8.413156006583936,-0.7331145564661585
1.7276381909547738,-1.0404669577664196,0.3079109137,8.378682802045779,-0.7325560440664196
1.7467336683417083,-1.0387006661628395,0.3067239164,8.346382960042533,-0.7319767497628396
1.765829145728643,-1.0369928105656105,0.3056154554,8.31622019963292,-0.7313773551656105
1.7849246231155778,-1.0353426642386403,0.3045841501,8.288156952777085,-0.7307585141386403
1.8040201005025123,-1.0337494303137582,0.3036285743,8.262154410595965,-0.7301208560137582
1.823115577889447,-1.0322122467416033,0.3027472567,8.238172536976979,-0.7294649900416033
1.8422110552763817,-1.030730191247672,0.3019386826,8.216170114833377,-0.7287915086476721
1.8613065326633165,-1.0293022861309042,0.3012012957,8.196104795084743,-0.7281009904309043
1.880402010050251,-1.027927503341964,0.3005334995,8.177933134752942,-0.727394003841964
1.8994974874371857,-1.026604769230806,0.2999336603,8.161610678596258,-0.726671108930806
1.9185929648241205,-1.0253329693979316,0.2994001085,8.147091994484214,-0.7259328608979316
1.937688442211055,-1.0241109534085455,0.2989311435,8.134330806733365,-0.7251798099085456
1.9567839195979897,-1.022937539496586,0.2985250353,8.123280039645502,-0.7244125041965861
1.9758793969849244,-1.0218115192714252,0.2981800277,8.1138919045841,-0.7236314915714253
1.9949748743718592,-1.0207316619467874,0.2978943442,8.106118060521494,-0.7228373177467875
2.014070351758794,-1.01969671884822,0.2976661896,8.099909657577097,-0.72203052924822
2.0331658291457284,-1.0187054275674787,0.2974937558,8.095217494843432,-0.7212116717674788
2.0522613065326634,-1.0177565159896431,0.2973752256,8.091992123789419,-0.7203812903896432
2.071356783919598,-1.0168487061752445,0.2973087774,8.090183976153869,-0.7195399287752444
2.0904522613065324,-1.0159807180019187,0.297292589,8.089743467348763,-0.7186881290019187
2.1095477386934673,-1.0151512726660785,0.2973248438,8.09062116516985,-0.7178264288660785
2.128643216080402,-1.014359095956377,0.2974037338,8.092767871430796,-0.7169553621563771
2.1477386934673364,-1.0136029213257964,0.2975274649,8.096134766183537,-0.7160754564257965
2.1668341708542713,-1.012881492753514,0.2976942604,8.10067350295813,-0.7151872323535139
2.185929648241206,-1.0121935673956037,0.297902366,8.106336344819683,-0.7142912013956038
