R_angstrom,E_UHF_aug-cc-pVQZ_Eh
0.2,0.8313503983483317
0.2096192384769539,0.7219902048351979
0.21923847695390783,0.6232724258055273
0.22885771543086172,0.5338370701623218
0.23847695390781565,0.45254306971420344
0.24809619238476954,0.37842609683799555
0.25771543086172344,0.31066576723294104
0.26733466933867733,0.24855985987397422
0.2769539078156313,0.1915038564472633
0.2865731462925852,0.1389745647012519
0.2961923847695391,0.09051691203274337
0.305811623246493,0.04573322318776718
0.3154308617234469,0.004274459724840529
0.3250501002004008,-0.03416698084345671
0.3346693386773547,-0.06986321846588839
0.3442885771543086,-0.10305584060139605
0.3539078156312625,-0.13396004080871582
0.3635270541082164,-0.16276809753783156
0.37314629258517035,-0.1896523135115033
0.38276553106212424,-0.21476751176644127
0.3923847695390782,-0.2382531653517112
0.4020040080160321,-0.26023522271516597
0.411623246492986,-0.28082767898692296
0.4212424849699399,-0.3001339339989258
0.4308617234468938,-0.3182479704100235
0.44048096192384767,-0.33525537937744626
0.4501002004008016,-0.35123425638850037
0.4597194388777555,-0.36625598605434434
0.4693386773547094,-0.3803859315338232
0.4789579158316633,-0.3936840417280061
0.48857715430861726,-0.406205387341251
0.49819639278557115,-0.41800063519924857
0.507815631262525,-0.42911646883108
0.5174348697394789,-0.43959596217358776
0.5270541082164328,-0.44947891228607545
0.5366733466933868,-0.4588021361598641
0.5462925851703406,-0.46759973601968774
0.5559118236472946,-0.47590333692765613
0.5655310621242484,-0.48374230000960877
0.5751503006012024,-0.49114391418112596
0.5847695390781563,-0.4981335688838595
0.5943887775551102,-0.504734910018931
0.6040080160320641,-0.5109699809862788
0.613627254509018,-0.5168593504866672
0.623246492985972,-0.5224222285429939
0.6328657314629258,-0.527676572009252
0.6424849699398798,-0.5326391806738991
0.6521042084168336,-0.5373257849345322
0.6617234468937876,-0.5417511258942804
0.6713426853707415,-0.5459290286365053
0.6809619238476954,-0.5498724693333783
0.6905811623246493,-0.5535936367791814
0.7002004008016032,-0.5571039888602013
0.7098196392785572,-0.560414304419945
0.719438877755511,-0.563534730929877
0.729058116232465,-0.5664748283210126
0.7386773547094188,-0.5692436093067184
0.7482965931863728,-0.5718495764872265
0.7579158316633265,-0.5743007565048823
0.7675350701402806,-0.5766047314921787
0.7771543086172346,-0.5787686680436078
0.7867735470941883,-0.580799343923168
0.7963927855711423,-0.5827031727039886
0.8060120240480961,-0.5844862265276611
0.8156312625250501,-0.5861542571529298
0.8252505010020039,-0.5877127154531019
0.8348697394789579,-0.5891667695034262
0.8444889779559117,-0.5905213213899205
0.8541082164328657,-0.5917810228519349
0.8637274549098197,-0.5929502898633664
0.8733466933867735,-0.5940333162399976
0.8829659318637275,-0.5950340863546609
0.8925851703406813,-0.5959563870286397
0.9022044088176353,-0.5968038186637687
0.9118236472945891,-0.5975798056706656
0.9214428857715431,-0.5982876062429388
0.9310621242484969,-0.5989303215261648
0.9406813627254509,-0.5995109042200453
0.9503006012024049,-0.6000321666563904
0.9599198396793587,-0.60049678838547
0.9695390781563127,-0.6009073233055897
0.9791583166332665,-0.6012662063654767
0.9887775551102205,-0.6015757598679903
0.9983967935871743,-0.6018381994012325
1.0080160320641283,-0.6020556394204188
1.017635270541082,-0.6022300985045808
1.027254509018036,-0.6023635043069935
1.03687374749499,-0.6024576982194346
1.0464929859719438,-0.6025144397682478
1.0561122244488979,-0.6025354107583007
1.0657314629258516,-0.6025222191807458
1.0753507014028056,-0.6024764028988414
1.0849699398797594,-0.6023994331250608
1.0945891783567134,-0.6022927177023648
1.1042084168336672,-0.602157604201486
1.1138276553106212,-0.6019953828449851
1.123446893787575,-0.6018072892686148
1.133066132264529,-0.6015945071295994
1.142685370741483,-0.6013581705714011
1.1523046092184368,-0.6010993665532444
1.1619238476953908,-0.6008191370522096
1.1715430861723446,-0.6005184811462867
1.1811623246492986,-0.6001983569849709
1.1907815631262524,-0.5998596836544772
1.2004008016032064,-0.5995033429435552
1.2100200400801602,-0.5991301810165249
1.2196392785571142,-0.5987410099980969
1.229258517034068,-0.5983366094766072
1.238877755511022,-0.5979177279293892
1.2484969939879758,-0.5974850840756585
1.2581162324649298,-0.5970393681610227
1.2677354709418838,-0.5965812431776045
1.2773547094188376,-0.5961113460239451
1.2869739478957916,-0.5956302886077989
1.2965931863727453,-0.5951386588957497
1.3062124248496993,-0.594637021911941
1.3158316633266531,-0.5941259206900487
1.3254509018036071,-0.5936058771800586
1.335070140280561,-0.5930773931131962
1.344689378757515,-0.5925409508268646
1.354308617234469,-0.5919970140525928
1.3639278557114227,-0.5914460286680725
1.3735470941883767,-0.5908884234160088
1.3831663326653305,-0.5903246105914826
1.3927855711422845,-0.589754986699022
1.4024048096192383,-0.5891799330817309
1.4120240480961923,-0.5885998165231876
1.421643286573146,-0.5880149898241136
1.4312625250501,-0.5874257923546073
1.440881763527054,-0.5868325505833849
1.4505010020040079,-0.5862355785851383
1.460120240480962,-0.5856351785267472
1.4697394789579157,-0.5850316411337136
1.4793587174348697,-0.5844252461372351
1.4889779559118235,-0.5838162627031522
1.4985971943887775,-0.5832049498433015
1.5082164328657313,-0.5825915568098485
1.5178356713426853,-0.5819763234736377
1.5274549098196393,-0.5813594806869455
1.537074148296593,-0.5807412506309405
1.546693386773547,-0.5801218471491514
1.5563126252505008,-0.5795014760665833
1.5659318637274549,-0.5788803354956664
1.5755511022044086,-0.5782586161291436
1.5851703406813626,-0.5776365015204317
1.5947895791583164,-0.5770141683519643
1.6044088176352704,-0.5763917866920164
1.6140280561122244,-0.5757695202402083
1.6236472945891782,-0.5751475265623032
1.6332665330661322,-0.5745259573148613
1.642885771543086,-0.573904958459727
1.65250501002004,-0.5732846704693189
1.6621242484969938,-0.5726652285225733
1.6717434869739478,-0.5720467626926482
1.6813627254509016,-0.5714293981260383
1.6909819639278556,-0.5708132552140393
1.7006012024048096,-0.5701984497569488
1.7102204408817634,-0.5695850931209077
1.7198396793587174,-0.5689732923885558
1.7294589178356712,-0.5683631505030364
1.7390781563126252,-0.5677547664063376
1.748697394789579,-0.5671482351720407
1.758316633266533,-0.5665436481327708
1.7679358717434868,-0.5659410930028466
1.7775551102204408,-0.5653406539961894
1.7871743486973948,-0.564742411939912
1.7967935871743486,-0.5641464443838202
1.8064128256513026,-0.5635528257059716
1.8160320641282564,-0.5629616272146207
1.8256513026052104,-0.5623729172465814
1.8352705410821641,-0.5617867612624274
1.8448897795591181,-0.5612032219382987
1.854509018036072,-0.5606223592549171
1.864128256513026,-0.5600442305835245
1.87374749498998,-0.5594688907690863
1.8833667334669337,-0.5588963922108329
1.8929859719438877,-0.5583267849401174
1.9026052104208415,-0.5577601166958375
1.9122244488977955,-0.5571964329973242
