R_angstrom,E_UHF_aug-cc-pVTZ_Eh
0.2,0.8377942751035545
0.2096192384769539,0.7279640407035266
0.21923847695390783,0.6288091352726348
0.22885771543086172,0.5389684819249643
0.23847695390781565,0.4572997388579598
0.24809619238476954,0.38283713719641954
0.25771543086172344,0.3147587068468036
0.26733466933867733,0.25236053016234017
0.2769539078156313,0.19503632332439913
0.2865731462925852,0.14226110364609557
0.2961923847695391,0.093578023489302
0.305811623246493,0.04858768137709901
0.3154308617234469,0.0069393870607563635
0.3250501002004008,-0.0316760209632746
0.3346693386773547,-0.06753211651791591
0.3442885771543086,-0.10087182830516017
0.3539078156312625,-0.13191157496084904
0.3635270541082164,-0.16084474360011025
0.37314629258517035,-0.18784463177211314
0.38276553106212424,-0.21306694845828245
0.3923847695390782,-0.2366519506583784
0.4020040080160321,-0.25872627710040064
0.411623246492986,-0.2794045287576054
0.4212424849699399,-0.298790636498792
0.4308617234468938,-0.316979048795863
0.44048096192384767,-0.33405576652639596
0.4501002004008016,-0.35009924723892594
0.4597194388777555,-0.36518119749014294
0.4693386773547094,-0.37936726885096744
0.4789579158316633,-0.3927176707235402
0.48857715430861726,-0.40528771111040907
0.49819639278557115,-0.4171282748227174
0.507815631262525,-0.4282862472442225
0.5174348697394789,-0.4388048906139763
0.5270541082164328,-0.4487241788257583
0.5366733466933868,-0.45808109591887525
0.5462925851703406,-0.46690990273545435
0.5559118236472946,-0.47524237561981286
0.5655310621242484,-0.4831080205229233
0.5751503006012024,-0.4905342654290371
0.5847695390781563,-0.49754663364386464
0.5943887775551102,-0.5041689001515307
0.6040080160320641,-0.5104232329635081
0.613627254509018,-0.5163303211357129
0.623246492985972,-0.5219094909186205
0.6328657314629258,-0.5271788113187879
0.6424849699398798,-0.5321551901929498
0.6521042084168336,-0.5368544618572597
0.6617234468937876,-0.5412914670744764
0.6713426853707415,-0.5454801261811868
0.6809619238476954,-0.5494335060251246
0.6905811623246493,-0.5531638813093702
0.7002004008016032,-0.5566827908693268
0.7098196392785572,-0.5600010893551721
0.719438877755511,-0.5631289947375057
0.729058116232465,-0.566076132013882
0.7386773547094188,-0.5688515734534887
0.7482965931863728,-0.5714638756852063
0.7579158316633265,-0.573921113903011
0.7675350701402806,-0.5762309134380998
0.7771543086172346,-0.5784004789244461
0.7867735470941883,-0.580436621260989
0.7963927855711423,-0.5823457825594942
0.8060120240480961,-0.5841340592467713
0.8156312625250501,-0.585807223477139
0.8252505010020039,-0.5873707429967356
0.8348697394789579,-0.5888297995890608
0.8444889779559117,-0.5901893062196406
0.8541082164328657,-0.5914539229873114
0.8637274549098197,-0.5926280719811826
0.8733466933867735,-0.5937159511317178
0.8829659318637275,-0.5947215471378273
0.8925851703406813,-0.5956486475443723
0.9022044088176353,-0.5965008520373563
0.9118236472945891,-0.5972815830171679
0.9214428857715431,-0.5979940955065453
0.9310621242484969,-0.5986414864428593
0.9406813627254509,-0.5992267033999664
0.9503006012024049,-0.5997525527819862
0.9599198396793587,-0.6002217075247763
0.9695390781563127,-0.6006367143406799
0.9791583166332665,-0.60100000053607
0.9887775551102205,-0.6013138804300715
0.9983967935871743,-0.601580561399959
1.0080160320641283,-0.6018021495762607
1.017635270541082,-0.6019806552090202
