R_angstrom,E_UHF_aug-cc-pVQZ_Eh
0.2,0.8313503983483668
0.2096192384769539,0.7219902048357008
0.21923847695390783,0.6232724258051416
0.22885771543086172,0.5338370701628121
0.23847695390781565,0.4525430697145305
0.24809619238476954,0.37842609683704875
0.25771543086172344,0.31066576723253236
0.26733466933867733,0.24855985987390605
0.2769539078156313,0.19150385644715906
0.2865731462925852,0.1389745647011853
0.2961923847695391,0.09051691203242884
0.305811623246493,0.04573322318859363
0.3154308617234469,0.004274459725438273
0.3250501002004008,-0.0341669808436017
0.3346693386773547,-0.06986321846603283
0.3442885771543086,-0.10305584060102857
0.3539078156312625,-0.13396004080880453
0.3635270541082164,-0.16276809753757937
0.37314629258517035,-0.18965231351170891
0.38276553106212424,-0.21476751176641573
0.3923847695390782,-0.2382531653515929
0.4020040080160321,-0.26023522271520216
0.411623246492986,-0.2808276789868231
0.4212424849699399,-0.30013393399886107
0.4308617234468938,-0.31824797041007163
0.44048096192384767,-0.33525537937749417
0.4501002004008016,-0.3512342563884956
0.4597194388777555,-0.3662559860543564
0.4693386773547094,-0.3803859315337902
0.4789579158316633,-0.39368404172794436
0.48857715430861726,-0.40620538734124645
0.49819639278557115,-0.418000635199282
0.507815631262525,-0.4291164688310413
0.5174348697394789,-0.43959596217362007
0.5270541082164328,-0.44947891228602255
0.5366733466933868,-0.45880213615991916
0.5462925851703406,-0.46759973601963767
0.5559118236472946,-0.4759033369276684
0.5655310621242484,-0.4837423000096471
0.5751503006012024,-0.49114391418118014
0.5847695390781563,-0.49813356888385374
0.5943887775551102,-0.5047349100188676
0.6040080160320641,-0.5109699809862838
0.613627254509018,-0.5168593504866787
0.623246492985972,-0.5224222285429314
0.6328657314629258,-0.5276765720092813
0.6424849699398798,-0.5326391806739275
0.6521042084168336,-0.5373257849345335
0.6617234468937876,-0.5417511258942797
0.6713426853707415,-0.5459290286365257
0.6809619238476954,-0.5498724693333819
0.6905811623246493,-0.5535936367792036
0.7002004008016032,-0.5571039888601685
0.7098196392785572,-0.5604143044199936
0.719438877755511,-0.5635347309298471
0.729058116232465,-0.5664748283210399
0.7386773547094188,-0.5692436093066783
0.7482965931863728,-0.5718495764872054
0.7579158316633265,-0.5743007565049029
0.7675350701402806,-0.5766047314922254
0.7771543086172346,-0.578768668043613
0.7867735470941883,-0.5807993439231659
0.7963927855711423,-0.5827031727039924
0.8060120240480961,-0.5844862265276455
0.8156312625250501,-0.5861542571529308
0.8252505010020039,-0.5877127154530974
0.8348697394789579,-0.589166769503445
0.8444889779559117,-0.5905213213899114
0.8541082164328657,-0.5917810228519461
0.8637274549098197,-0.5929502898633487
0.8733466933867735,-0.5940333162400238
0.8829659318637275,-0.5950340863546272
0.8925851703406813,-0.5959563870286311
0.9022044088176353,-0.596803818663785
0.9118236472945891,-0.5975798056706656
0.9214428857715431,-0.598287606242953
0.9310621242484969,-0.5989303215262174
0.9406813627254509,-0.5995109042200499
0.9503006012024049,-0.6000321666564258
0.9599198396793587,-0.6004967883854871
0.9695390781563127,-0.6009073233055964
0.9791583166332665,-0.6012662063654722
0.9887775551102205,-0.6015757598680316
0.9983967935871743,-0.6018381994012159
1.0080160320641283,-0.6020556394204147
1.017635270541082,-0.6022300985045974
1.027254509018036,-0.6023635043070086
1.03687374749499,-0.6024576982194482
1.0464929859719438,-0.6025144397682508
1.0561122244488979,-0.6025354107583121
1.0657314629258516,-0.6025222191807632
1.0753507014028056,-0.6024764028988482
1.0849699398797594,-0.6023994331250622
1.0945891783567134,-0.602292717702366
1.1042084168336672,-0.6021576042014867
1.1138276553106212,-0.6019953828449893
1.123446893787575,-0.6018072892686128
1.133066132264529,-0.6015945071295967
1.142685370741483,-0.6013581705713915
1.1523046092184368,-0.6010993665532598
1.1619238476953908,-0.6008191370522113
1.1715430861723446,-0.6005184811462938
1.1811623246492986,-0.6001983569849805
1.1907815631262524,-0.5998596836544803
1.2004008016032064,-0.5995033429435586
1.2100200400801602,-0.5991301810165083
1.2196392785571142,-0.5987410099981002
1.229258517034068,-0.5983366094765963
1.238877755511022,-0.5979177279293919
1.2484969939879758,-0.5974850840756556
1.2581162324649298,-0.5970393681610009
1.2677354709418838,-0.5965812431776052
1.2773547094188376,-0.5961113460239382
1.2869739478957916,-0.5956302886077953
1.2965931863727453,-0.5951386588957563
1.3062124248496993,-0.594637021911937
1.3158316633266531,-0.594125920690048
1.3254509018036071,-0.5936058771800653
1.335070140280561,-0.593077393113195
1.344689378757515,-0.5925409508268655
1.354308617234469,-0.5919970140525903
1.3639278557114227,-0.5914460286680696
1.3735470941883767,-0.5908884234160108
1.3831663326653305,-0.5903246105914788
1.3927855711422845,-0.5897549866990283
1.4024048096192383,-0.589179933081732
