R_angstrom,E_UHF_aug-cc-pVDZ_Eh
0.2,0.9176244608000189
0.2096192384769539,0.8044408943489811
0.21923847695390783,0.7020177095205281
0.22885771543086172,0.6089979784129326
0.23847695390781565,0.5242427895130086
0.24809619238476954,0.4467890431336288
0.25771543086172344,0.3758166761474935
0.26733466933867733,0.3106229491857079
0.2769539078156313,0.25060208606775813
0.2865731462925852,0.19522901320587144
0.2961923847695391,0.1440462707321682
0.305811623246493,0.09665339938378714
0.3154308617234469,0.052698275815403206
0.3250501002004008,0.011869992891759329
0.3346693386773547,-0.026107026459801785
0.3442885771543086,-0.061477924162142594
0.3539078156312625,-0.09446150060801722
0.3635270541082164,-0.12525365684369016
0.37314629258517035,-0.15403030425235742
0.38276553106212424,-0.18094983663467018
0.3923847695390782,-0.20615524078142677
0.4020040080160321,-0.229775906836594
0.411623246492986,-0.25192918805280523
0.4212424849699399,-0.2727217502558461
0.4308617234468938,-0.29225074393654704
0.44048096192384767,-0.3106048259771561
0.4501002004008016,-0.3278650532801405
0.4597194388777555,-0.3441056667573054
0.4693386773547094,-0.35939478106373857
0.4789579158316633,-0.37379499297296065
0.48857715430861726,-0.38736391926542657
0.49819639278557115,-0.40015467334927624
0.507815631262525,-0.4122162884713716
0.5174348697394789,-0.4235940942518063
0.5270541082164328,-0.43433005233702215
0.5366733466933868,-0.4444630561788549
0.5462925851703406,-0.45402919928110486
0.5559118236472946,-0.463062015687483
0.5655310621242484,-0.4715926959987063
0.5751503006012024,-0.479650281786493
0.5847695390781563,-0.48726184091006103
0.5943887775551102,-0.4944526259234566
0.6040080160320641,-0.5012462174882294
0.613627254509018,-0.5076646544651746
0.623246492985972,-0.5137285521493957
0.6328657314629258,-0.5194572099304055
0.6424849699398798,-0.5248687094991126
0.6521042084168336,-0.5299800045847515
0.6617234468937876,-0.5348070030843154
0.6713426853707415,-0.5393646423421536
0.6809619238476954,-0.5436669582460946
0.6905811623246493,-0.5477271487289019
0.7002004008016032,-0.5515576321944402
0.7098196392785572,-0.5551701013304517
0.719438877755511,-0.5585755727180148
0.729058116232465,-0.561784432604468
0.7386773547094188,-0.5648064791678106
0.7482965931863728,-0.5676509615678644
0.7579158316633265,-0.5703266160507627
0.7675350701402806,-0.5728416993473091
0.7771543086172346,-0.5752040195844863
0.7867735470941883,-0.577420964909168
0.7963927855711423,-0.5794995300061652
0.8060120240480961,-0.581446340676824
0.8156312625250501,-0.5832676766311984
0.8252505010020039,-0.5849694926333764
0.8348697394789579,-0.5865574381294567
0.8444889779559117,-0.5880368754763583
0.8541082164328657,-0.5894128968809249
0.8637274549098197,-0.5906903401501126
0.8733466933867735,-0.591873803344904
0.8829659318637275,-0.5929676584239113
0.8925851703406813,-0.5939760639553467
0.9022044088176353,-0.5949029769704669
0.9118236472945891,-0.5957521640253407
0.9214428857715431,-0.5965272115329161
0.9310621242484969,-0.5972315354224915
0.9406813627254509,-0.5978683901785573
0.9503006012024049,-0.5984408773076235
0.9599198396793587,-0.5989519532772574
0.9695390781563127,-0.5994044369677322
0.9791583166332665,-0.5998010166740187
0.9887775551102205,-0.6001442566920729
0.9983967935871743,-0.6004366035209381
1.0080160320641283,-0.600680391709251
1.017635270541082,-0.6008778493726381
1.027254509018036,-0.601031103405848
1.03687374749499,-0.6011421844116283
1.0464929859719438,-0.6012130313665343
1.0561122244488979,-0.6012454960418115
1.0657314629258516,-0.6012413471961273
1.0753507014028056,-0.601202274555545
1.0849699398797594,-0.6011298925944144
1.0945891783567134,-0.6010257441301379
1.1042084168336672,-0.6008913037431951
1.1138276553106212,-0.6007279810331448
1.123446893787575,-0.6005371237202926
1.133066132264529,-0.6003200206016994
1.142685370741483,-0.6000779043698083
1.1523046092184368,-0.5998119543009847
1.1619238476953908,-0.5995232988207297
1.1715430861723446,-0.5992130179518464
1.1811623246492986,-0.598882145651211
1.1907815631262524,-0.5985316720404208
1.2004008016032064,-0.5981625455350876
1.2100200400801602,-0.5977756748772399
1.2196392785571142,-0.5973719310749225
1.229258517034068,-0.5969521492527472
1.238877755511022,-0.5965171304168566
1.2484969939879758,-0.5960676431375438
1.2581162324649298,-0.5956044251524883
1.2677354709418838,-0.5951281848934113
1.2773547094188376,-0.594639602938591
1.2869739478957916,-0.5941393333938538
1.2965931863727453,-0.5936280052040546
1.3062124248496993,-0.5931062233973112
1.3158316633266531,-0.5925745702639473
1.3254509018036071,-0.5920336064719918
1.335070140280561,-0.5914838721211624
1.344689378757515,-0.5909258877369643
1.354308617234469,-0.5903601552067488
1.3639278557114227,-0.5897871586593815
1.3735470941883767,-0.5892073652901374
1.3831663326653305,-0.5886212261326641
1.3927855711422845,-0.588029176779604
1.4024048096192383,-0.5874316380537232
1.4120240480961923,-0.58682901663125
1.421643286573146,-0.5862217056194059
1.4312625250501,-0.5856100850899666
1.440881763527054,-0.5849945225708717
1.4505010020040079,-0.584375373498002
1.460120240480962,-0.5837529816291722
1.4697394789579157,-0.5831276794226847
1.4793587174348697,-0.5824997883826397
1.4889779559118235,-0.5818696193734196
1.4985971943887775,-0.5812374729056189
1.5082164328657313,-0.5806036393960956
1.5178356713426853,-0.5799683994043306
1.5274549098196393,-0.5793320238477904
1.537074148296593,-0.5786947741985915
1.546693386773547,-0.578056902664027
1.5563126252505008,-0.577418652353245
1.5659318637274549,-0.576780257432435
1.5755511022044086,-0.5761419432707626
1.5851703406813626,-0.5755039265791411
1.5947895791583164,-0.5748664155438825
1.6044088176352704,-0.574229609957114
1.6140280561122244,-0.5735937013455429
1.6236472945891782,-0.5729588730993591
1.6332665330661322,-0.5723253006024231
1.642885771543086,-0.5716931513651036
1.65250501002004,-0.5710625851607207
1.6621242484969938,-0.5704337541664777
1.6717434869739478,-0.5698068031094883
1.6813627254509016,-0.5691818694184989
1.6909819639278556,-0.5685590833814663
1.7006012024048096,-0.5679385683093061
1.7102204408817634,-0.5673204407057307
1.7198396793587174,-0.5667048104430471
1.7294589178356712,-0.5660917809437085
1.7390781563126252,-0.5654814493671692
1.748697394789579,-0.5648739068016932
1.758316633266533,-0.5642692384604359
1.7679358717434868,-0.5636675238812856
1.7775551102204408,-0.5630688371297421
1.7871743486973948,-0.5624732470041567
1.7967935871743486,-0.5618808172425733
1.8064128256513026,-0.5612916067304814
1.8160320641282564,-0.5607056697086419
1.8256513026052104,-0.5601230559804047
1.8352705410821641,-0.5595438111176139
1.8448897795591181,-0.5589679766646415
1.854509018036072,-0.5583955903396645
1.864128256513026,-0.5578266862328016
1.87374749498998,-0.5572612950003888
1.8833667334669337,-0.5566994440549449
1.8929859719438877,-0.5561411577503846
1.9026052104208415,-0.5555864575620304
1.9122244488977955,-0.5550353622610933
1.9218436873747493,-0.554487888083316
1.9314629258517033,-0.553944048891538
1.941082164328657,-0.5534038563319642
1.950701402805611,-0.5528673199840193
1.9603206412825651,-0.5523344475036427
1.969939879759519,-0.5518052447600115
1.979559118236473,-0.551279715965626
1.9891783567134267,-0.5507578637998255
1.9987975951903807,-0.5502396895257097
2.0084168336673347,-0.5497251931006659
2.0180360721442887,-0.5492143732804573
2.0276553106212423,-0.5487072277171576
2.0372745490981963,-0.5482037530509717
2.0468937875751503,-0.5477039449961967
2.0565130260521043,-0.5472077984214141
2.0661322645290583,-0.5467153074242594
2.075751503006012,-0.5462264654007705
2.085370741482966,-0.5457412651097698
2.09498997995992,-0.545259698732288
2.104609218436874,-0.5447817579264016
2.1142284569138274,-0.5443074338776162
2.1238476953907814,-0.5438367173450979
2.1334669338677354,-0.5433695987039112
2.1430861723446895,-0.5429060679835307
2.1527054108216435,-0.542446114902819
2.162324649298597,-0.5419897289017082
2.171943887775551,-0.5415368991697571
2.181563126252505,-0.5410876146718516
2.191182364729459,-0.5406418641711397
2.200801603206413,-0.5401996362495212
2.2104208416833666,-0.5397609193257477
2.2200400801603206,-0.5393257016714215
2.2296593186372746,-0.5388939714249326
2.2392785571142286,-0.538465716603643
2.2488977955911826,-0.5380409251143228
2.258517034068136,-0.5376195847620988
2.26813627254509,-0.5372016832579811
2.277755511022044,-0.5367872082250948
2.287374749498998,-0.5363761472038199
2.296993987975952,-0.535968487655833
2.306613226452906,-0.5355642169672546
2.31623246492986,-0.535163322450963
2.325851703406814,-0.5347657913481434
2.335470941883768,-0.534371610829254
2.3450901803607214,-0.5339807679943275
2.3547094188376754,-0.5335932498728836
2.3643286573146294,-0.5332090434233427
2.3739478957915834,-0.532828135532132
2.383567134268537,-0.5324505130124723
2.393186372745491,-0.5320761626029054
2.402805611222445,-0.5317050709656965
2.412424849699399,-0.5313372246850014
2.422044088176353,-0.5309726102650006
2.4316633266533065,-0.5306112141279469
2.4412825651302605,-0.530253022612169
2.4509018036072145,-0.5298980219700866
2.4605210420841686,-0.5295461983662715
2.470140280561122,-0.529197537875528
2.479759519038076,-0.5288520264810787
2.48937875751503,-0.5285096500728312
2.498997995991984,-0.5281703944457492
2.508617234468938,-0.5278342452983928
2.5182364729458917,-0.5275011882315299
2.5278557114228457,-0.5271712087469567
2.5374749498997997,-0.5268442922464411
2.5470941883767537,-0.5265204240308617
2.5567134268537073,-0.5261995892994856
2.5663326653306613,-0.5258817731494416
2.5759519038076153,-0.5255669605753596
2.5855711422845693,-0.5252551364692022
2.5951903807615233,-0.524946285620254
2.604809619238477,-0.5246403927153183
2.614428857715431,-0.524337442339044
2.624048096192385,-0.5240374189744799
2.633667334669339,-0.5237403070037683
2.6432865731462925,-0.5234460907089962
2.6529058116232465,-0.5231547542732256
2.6625250501002005,-0.5228662817816931
2.6721442885771545,-0.5225806572231203
2.6817635270541085,-0.5222978644912101
2.691382765531062,-0.5220178873862523
2.701002004008016,-0.5217407096168827
2.71062124248497,-0.5214663148019587
2.720240480961924,-0.5211946864725487
2.7298597194388776,-0.5209258080740609
2.7394789579158316,-0.520659662968429
2.7490981963927856,-0.5203962344364432
2.7587174348697396,-0.5201355056801622
2.7683366733466936,-0.5198774598253754
2.777955911823647,-0.5196220799242067
2.787575150300601,-0.5193693489577216
2.797194388777555,-0.5191192498386452
2.8068136272545092,-0.5188717654141259
2.816432865731463,-0.5186268784685442
2.826052104208417,-0.5183845717263702
2.835671342685371,-0.5181448278550705
2.845290581162325,-0.5179076294680387
2.854909819639279,-0.5176729591275446
2.8645290581162324,-0.5174407993477387
2.8741482965931864,-0.5172111325976438
2.8837675350701404,-0.5169839413041797
2.8933867735470944,-0.5167592078551707
2.903006012024048,-0.5165369146024035
2.912625250501002,-0.5163170438646278
2.922244488977956,-0.5160995779306083
2.93186372745491,-0.5158844990621245
2.941482965931864,-0.5156717894969878
2.9511022044088175,-0.515461431452032
2.9607214428857715,-0.5152534071261003
2.9703406813627256,-0.5150476987029913
2.9799599198396796,-0.5148442883543976
2.989579158316633,-0.5146431582428204
2.999198396793587,-0.5144442905244504
3.008817635270541,-0.5142476673520202
3.018436873747495,-0.5140532708776423
3.028056112224449,-0.513861083255583
3.0376753507014027,-0.5136710866450318
3.0472945891783567,-0.5134832632128239
3.0569138276553107,-0.5132975951361362
3.0665330661322647,-0.5131140646051239
3.0761523046092183,-0.5129326538255318
3.0857715430861723,-0.5127533450212968
3.0953907815631263,-0.512576120437048
3.1050100200400803,-0.5124009623406228
3.1146292585170343,-0.512227853025514
3.124248496993988,-0.5120567748132924
3.133867735470942,-0.5118877100559613
3.143486973947896,-0.5117206411383157
3.15310621242485,-0.5115555504802097
3.1627254509018035,-0.5113924205388205
3.1723446893787575,-0.5112312338108461
3.1819639278557115,-0.5110719728346829
3.1915831663326655,-0.5109146201925514
3.2012024048096195,-0.5107591585125661
3.210821643286573,-0.5106055704708004
3.220440881763527,-0.5104538387932802
3.230060120240481,-0.510303946257942
3.239679358717435,-0.5101558756965715
3.2492985971943886,-0.5100096099966683
3.2589178356713426,-0.5098651321033111
3.2685370741482966,-0.5097224250209379
3.2781563126252506,-0.5095814718151335
3.2877755511022047,-0.5094422556143423
3.297394789579158,-0.5093047596115674
3.307014028056112,-0.5091689670660073
3.3166332665330662,-0.5090348613046866
3.3262525050100202,-0.508902425724016
3.335871743486974,-0.508771643791337
3.345490981963928,-0.5086424990464319
3.355110220440882,-0.5085149751029703
3.364729458917836,-0.5083890556499433
3.37434869739479,-0.5082647244530811
3.3839679358717434,-0.5081419653561786
3.3935871743486974,-0.5080207622824273
3.4032064128256514,-0.5079010992357186
3.4128256513026054,-0.5077829603018709
3.422444889779559,-0.507666329649868
3.432064128256513,-0.5075511915330335
3.441683366733467,-0.5074375302901823
3.451302605210421,-0.5073253303467402
3.460921843687375,-0.5072145762158249
3.4705410821643286,-0.507105252499287
3.4801603206412826,-0.5069973438887501
3.4897795591182366,-0.5068908351665652
3.4993987975951906,-0.5067857112067876
3.509018036072144,-0.50668195697608
3.518637274549098,-0.5065795575346064
3.528256513026052,-0.5064784980368877
3.537875751503006,-0.5063787637326231
3.54749498997996,-0.5062803399674893
3.5571142284569137,-0.5061832121838936
3.5667334669338677,-0.5060873659217013
3.5763527054108217,-0.5059927868189538
3.5859719438877757,-0.5058994606125173
3.5955911823647293,-0.5058073731387354
3.6052104208416833,-0.5057165103340371
3.6148296593186373,-0.5056268582354987
3.6244488977955913,-0.5055384029814277
3.6340681362725453,-0.5054511308118552
3.643687374749499,-0.5053650280690316
3.653306613226453,-0.5052800811979024
3.662925851703407,-0.5051962767465333
3.672545090180361,-0.505113601366515
3.6821643286573145,-0.505032041813349
3.6917835671342685,-0.5049515849467885
3.7014028056112225,-0.5048722177311766
3.7110220440881765,-0.504793927235726
3.7206412825651305,-0.5047167006347935
3.730260521042084,-0.5046405252081321
3.739879759519038,-0.5045653883410957
3.749498997995992,-0.5044912775248322
3.759118236472946,-0.5044181803564578
3.7687374749498996,-0.5043460845391836
3.7783567134268536,-0.5042749778824371
3.7879759519038076,-0.5042048483019461
3.7975951903807617,-0.5041356838198314
3.8072144288577157,-0.5040674725646
3.8168336673346692,-0.5040002027712032
3.8264529058116232,-0.5039338627810216
3.8360721442885772,-0.5038684410418308
3.8456913827655312,-0.5038039261077465
3.855310621242485,-0.5037403066391715
3.864929859719439,-0.503677571402686
3.874549098196393,-0.503615709270927
3.884168336673347,-0.5035547092224711
3.8937875751503004,-0.5034945603416463
3.9034068136272544,-0.5034352518183853
3.9130260521042084,-0.5033767729480029
3.9226452905811624,-0.5033191131309946
3.9322645290581164,-0.5032622618727892
3.94188376753507,-0.5032062087834951
3.951503006012024,-0.5031509435776251
3.961122244488978,-0.5030964560738092
3.970741482965932,-0.5030427361944663
3.9803607214428856,-0.502989773965508
3.9899799599198396,-0.5029375595159631
3.9995991983967936,-0.5028860830776344
4.009218436873748,-0.502835334984707
4.018837675350701,-0.5027853056733755
4.028456913827655,-0.5027359856814164
4.038076152304609,-0.5026873656477695
4.047695390781563,-0.5026394363121125
4.057314629258517,-0.5025921885143849
4.066933867735471,-0.5025456131943467
4.076553106212424,-0.5024997013910788
4.086172344689379,-0.5024544442425025
4.095791583166332,-0.5024098329848734
4.105410821643287,-0.5023658589522537
4.11503006012024,-0.5023225135759956
4.124649298597194,-0.5022797883841917
4.134268537074148,-0.5022376750011268
4.143887775551102,-0.502196165146713
4.153507014028055,-0.5021552506359126
4.16312625250501,-0.5021149233781641
4.1727454909819635,-0.5020751753767823
4.182364729458918,-0.5020359987283529
4.1919839679358715,-0.5019973856221229
4.201603206412826,-0.5019593283393942
4.2112224448897795,-0.5019218192528647
4.220841683366733,-0.5018848508260281
4.2304609218436875,-0.5018484156124927
4.240080160320641,-0.5018125062553656
4.2496993987975955,-0.5017771154865682
4.259318637274549,-0.5017422361261817
4.268937875751503,-0.50170786108178
4.278557114228457,-0.50167398334774
4.288176352705411,-0.5016405960045738
4.297795591182365,-0.5016076922182287
4.307414829659319,-0.5015752652393995
4.317034068136272,-0.5015433084028347
4.326653306613227,-0.501511815126621
4.33627254509018,-0.501480778911503
4.345891783567135,-0.5014501933401386
4.355511022044088,-0.5014200520764138
4.365130260521042,-0.5013903488647199
4.374749498997996,-0.5013610775292183
4.38436873747495,-0.501332231973145
4.393987975951903,-0.5013038061780652
4.403607214428858,-0.5012757942031522
4.413226452905811,-0.5012481901844672
4.422845691382766,-0.5012209883342206
4.432464929859719,-0.5011941829400413
4.442084168336673,-0.5011677683642514
4.451703406813627,-0.5011417390431269
4.461322645290581,-0.5011160894861657
4.470941883767535,-0.5010908142753583
4.480561122244489,-0.5010659080644484
4.4901803607214426,-0.5010413655781971
4.499799599198397,-0.5010171816116645
4.509418837675351,-0.5009933510294595
4.519038076152305,-0.5009698687650133
4.528657314629259,-0.5009467298198504
4.538276553106212,-0.5009239292628695
4.547895791583167,-0.500901462229588
4.55751503006012,-0.5008793239214495
4.567134268537074,-0.5008575096050691
4.576753507014028,-0.5008360146115259
4.586372745490982,-0.5008148343356442
4.595991983967936,-0.5007939642352699
4.60561122244489,-0.5007733998305579
4.615230460921843,-0.5007531367032474
4.624849699398798,-0.500733170495975
4.634468937875751,-0.5007134969115461
4.644088176352706,-0.5006941117122407
4.653707414829659,-0.5006750107191121
4.663326653306613,-0.5006561898112898
4.672945891783567,-0.5006376449252802
4.682565130260521,-0.5006193720542913
4.692184368737475,-0.5006013672475251
4.701803607214429,-0.5005836266095169
4.7114228456913825,-0.5005661462994422
4.721042084168337,-0.5005489225304477
4.7306613226452905,-0.5005319515689926
4.740280561122244,-0.5005152297341592
4.7498997995991985,-0.5004987533970171
4.759519038076152,-0.5004825189799584
4.7691382765531065,-0.500466522956035
4.77875751503006,-0.5004507618483335
4.788376753507014,-0.5004352322293211
4.797995991983968,-0.500419930720206
4.807615230460922,-0.5004048539903172
4.817234468937876,-0.5003899987564714
4.82685370741483,-0.5003753617823492
4.836472945891783,-0.500360939877889
4.846092184368738,-0.5003467298986631
4.855711422845691,-0.500332728745285
4.865330661322646,-0.5003189333628103
4.874949899799599,-0.5003053407401266
4.884569138276553,-0.5002919479093771
4.894188376753507,-0.5002787519453851
4.903807615230461,-0.5002657499650576
4.913426853707414,-0.5002529391268283
4.923046092184369,-0.5002403166300835
4.932665330661322,-0.5002278797146096
4.942284569138277,-0.5002156256600215
4.95190380761523,-0.5002035517852434
4.961523046092184,-0.5001916554479304
4.971142284569138,-0.5001799340439603
4.980761523046092,-0.5001683850068852
4.990380761523046,-0.5001570058074137
5.0,-0.5001457939528812
