R_angstrom,E_UHF_aug-cc-pV5Z_Eh
0.2,0.8306530093084352
0.2096192384769539,0.7212902520611616
0.21923847695390783,0.6225737934959545
0.22885771543086172,0.5331440439039502
0.23847695390781565,0.45186013185436924
0.24809619238476954,0.3777576622624881
0.25771543086172344,0.3100159143485923
0.26733466933867733,0.24793210471571392
0.2769539078156313,0.19090099923651815
0.2865731462925852,0.13839861769051587
0.2961923847695391,0.08996910138851821
0.305811623246493,0.045214048254067274
0.3154308617234469,0.0037837898423316307
0.3250501002004008,-0.03462979058650961
0.3346693386773547,-0.0702992075817076
0.3442885771543086,-0.10346633034635144
0.3539078156312625,-0.13434653470841407
0.3635270541082164,-0.16313219848647975
0.37314629258517035,-0.1899956581615116
0.38276553106212424,-0.2150917212469532
0.3923847695390782,-0.23855981037637608
0.4020040080160321,-0.26052580066862013
0.411623246492986,-0.2811036004681492
0.4212424849699399,-0.3003965164520851
0.4308617234468938,-0.31849843672517275
0.44048096192384767,-0.3354948597068461
0.4501002004008016,-0.35146379178856896
0.4597194388777555,-0.36647653292457266
0.4693386773547094,-0.3805983661428296
0.4789579158316633,-0.39388916440002225
0.48857715430861726,-0.40640392609970816
0.49819639278557115,-0.4181932488317177
0.507815631262525,-0.42930374947128846
0.5174348697394789,-0.4397784375724855
0.5270541082164328,-0.44965704796838313
0.5366733466933868,-0.45897633769037566
0.5462925851703406,-0.46777035156329744
0.5559118236472946,-0.4760706602692417
0.5655310621242484,-0.48390657412817706
0.5751503006012024,-0.4913053354252827
0.5847695390781563,-0.498292291728806
0.5943887775551102,-0.5048910523251205
0.6040080160320641,-0.51112362962253
0.613627254509018,-0.5170105671443974
0.623246492985972,-0.5225710555472552
0.6328657314629258,-0.5278230379205711
0.6424849699398798,-0.532783305500282
0.6521042084168336,-0.5374675848024625
0.6617234468937876,-0.5418906170645883
0.6713426853707415,-0.5460662308017423
0.6809619238476954,-0.5500074081714957
0.6905811623246493,-0.5537263457653573
0.7002004008016032,-0.5572345103761153
0.7098196392785572,-0.5605426902061967
0.719438877755511,-0.5636610419461657
0.729058116232465,-0.5665991340910435
0.7386773547094188,-0.5693659868301951
0.7482965931863728,-0.571970108812911
0.7579158316633265,-0.5744195310614861
0.7675350701402806,-0.5767218382805062
0.7771543086172346,-0.5788841977875845
0.7867735470941883,-0.5809133862719322
0.7963927855711423,-0.5828158145642235
0.8060120240480961,-0.5845975505892144
0.8156312625250501,-0.5862643406555993
0.8252505010020039,-0.5878216292158669
0.8348697394789579,-0.5892745772314854
0.8444889779559117,-0.5906280792471944
0.8541082164328657,-0.5918867792862912
0.8637274549098197,-0.5930550856543062
0.8733466933867735,-0.5941371847407411
0.8829659318637275,-0.5951370538930651
0.8925851703406813,-0.5960584734359037
0.9022044088176353,-0.5969050378986724
0.9118236472945891,-0.5976801665100193
0.9214428857715431,-0.5983871130142278
0.9310621242484969,-0.599028974858671
0.9406813627254509,-0.5996087017963678
0.9503006012024049,-0.6001291039471846
0.9599198396793587,-0.6005928593546178
0.9695390781563127,-0.6010025210744294
0.9791583166332665,-0.6013605238277909
0.9887775551102205,-0.601669190248372
0.9983967935871743,-0.6019307367510646
1.0080160320641283,-0.6021472790502487
1.017635270541082,-0.6023208373488187
1.027254509018036,-0.6024533412210555
1.03687374749499,-0.6025466342106705
1.0464929859719438,-0.6026024781612898
1.0561122244488979,-0.6026225572988803
1.0657314629258516,-0.602608482080742
1.0753507014028056,-0.6025617928270135
1.0849699398797594,-0.6024839631486201
1.0945891783567134,-0.6023764031848393
1.1042084168336672,-0.602240462662093
1.1138276553106212,-0.6020774337853616
1.123446893787575,-0.6018885539735659
1.133066132264529,-0.6016750084470396
1.142685370741483,-0.6014379326773773
1.1523046092184368,-0.6011784147070645
1.1619238476953908,-0.6008974973481553
1.1715430861723446,-0.6005961802655193
1.1811623246492986,-0.6002754219526308
1.1907815631262524,-0.5999361416058298
1.2004008016032064,-0.5995792209028612
1.2100200400801602,-0.5992055056912875
1.2196392785571142,-0.5988158075923107
1.229258517034068,-0.5984109055233361
1.238877755511022,-0.5979915471461521
1.2484969939879758,-0.5975584502421497
1.2581162324649298,-0.5971123040209294
1.2677354709418838,-0.5966537703642956
1.2773547094188376,-0.5961834850095551
1.2869739478957916,-0.5957020586759092
1.2965931863727453,-0.5952100781359884
1.3062124248496993,-0.5947081072358389
1.3158316633266531,-0.5941966878664926
1.3254509018036071,-0.5936763408881907
1.335070140280561,-0.5931475670116796
1.344689378757515,-0.5926108476368181
1.354308617234469,-0.5920666456519631
1.3639278557114227,-0.5915154061955967
1.3735470941883767,-0.590957557382142
1.3831663326653305,-0.5903935109940618
1.3927855711422845,-0.5898236631413557
1.4024048096192383,-0.5892483948909806
1.4120240480961923,-0.5886680728669387
1.421643286573146,-0.5880830498231976
1.4312625250501,-0.5874936651902298
1.440881763527054,-0.586900245597098
1.4505010020040079,-0.5863031053701653
1.460120240480962,-0.5857025470096893
1.4697394789579157,-0.5850988616448856
1.4793587174348697,-0.5844923294699985
1.4889779559118235,-0.5838832201606101
1.4985971943887775,-0.5832717932729236
1.5082164328657313,-0.5826582986251365
1.5178356713426853,-0.5820429766635488
1.5274549098196393,-0.5814260588129705
1.537074148296593,-0.580807767812541
1.546693386773547,-0.5801883180379795
1.5563126252505008,-0.5795679158104372
1.5659318637274549,-0.5789467596930069
1.5755511022044086,-0.5783250407750926
1.5851703406813626,-0.5777029429454289
1.5947895791583164,-0.5770806431543645
1.6044088176352704,-0.5764583116653954
1.6140280561122244,-0.5758361122970321
1.6236472945891782,-0.5752142026549925
1.6332665330661322,-0.5745927343553373
1.642885771543086,-0.5739718532387008
1.65250501002004,-0.5733516995764728
1.6621242484969938,-0.572732408268508
1.6717434869739478,-0.5721141090335733
1.6813627254509016,-0.5714969265921288
1.6909819639278556,-0.5708809808421764
1.7006012024048096,-0.5702663870282962
1.7102204408817634,-0.56965325590417
1.7198396793587174,-0.5690416938888443
1.7294589178356712,-0.5684318032171222
1.7390781563126252,-0.567823682084135
1.748697394789579,-0.5672174247843427
1.758316633266533,-0.5666131218454181
1.7679358717434868,-0.5660108601570372
1.7775551102204408,-0.5654107230946723
1.7871743486973948,-0.5648127906389104
1.7967935871743486,-0.5642171394901963
1.8064128256513026,-0.5636238431793545
1.8160320641282564,-0.5630329721738465
1.8256513026052104,-0.5624445939803313
1.8352705410821641,-0.5618587732433116
1.8448897795591181,-0.5612755718399091
1.854509018036072,-0.5606950489715734
1.864128256513026,-0.5601172612521554
1.87374749498998,-0.5595422627928155
1.8833667334669337,-0.5589701052838355
1.8929859719438877,-0.5584008380734559
1.9026052104208415,-0.5578345082439837
1.9122244488977955,-0.557271160684834
1.9218436873747493,-0.5567108381633628
1.9314629258517033,-0.556153581392782
1.941082164328657,-0.5555994290979139
1.950701402805611,-0.5550484180784132
1.9603206412825651,-0.5545005832699554
1.969939879759519,-0.5539559578029587
1.979559118236473,-0.5534145730595559
1.9891783567134267,-0.5528764587283967
1.9987975951903807,-0.5523416428575336
2.0084168336673347,-0.5518101519054951
2.0180360721442887,-0.5512820107906414
2.0276553106212423,-0.5507572429386443
2.0372745490981963,-0.5502358703286216
2.0468937875751503,-0.5497179135373543
2.0565130260521043,-0.5492033917823428
2.0661322645290583,-0.5486923229630183
2.075751503006012,-0.5481847237009425
2.085370741482966,-0.5476806093784163
2.09498997995992,-0.5471799941758648
2.104609218436874,-0.5466828911079964
2.1142284569138274,-0.5461893120587786
2.1238476953907814,-0.5456992678151837
2.1334669338677354,-0.5452127680999098
2.1430861723446895,-0.5447298216030177
2.1527054108216435,-0.5442504360125513
2.162324649298597,-0.543774618044093
2.171943887775551,-0.5433023734696062
2.181563126252505,-0.5428337071449958
2.191182364729459,-0.5423686230371634
2.200801603206413,-0.5419071242500311
2.2104208416833666,-0.5414492130497148
2.2200400801603206,-0.5409948908891145
2.2296593186372746,-0.5405441584315325
2.2392785571142286,-0.5400970155737463
2.2488977955911826,-0.5396534614682915
2.258517034068136,-0.5392134945451019
2.26813627254509,-0.5387771125325564
2.277755511022044,-0.5383443124778724
2.287374749498998,-0.537915090766869
2.296993987975952,-0.5374894431432347
2.306613226452906,-0.5370673647272459
2.31623246492986,-0.5366488500339051
2.325851703406814,-0.536233892990597
2.335470941883768,-0.5358224869543122
2.3450901803607214,-0.5354146247283087
2.3547094188376754,-0.5350102985784437
2.3643286573146294,-0.5346095002489577
2.3739478957915834,-0.5342122209778858
2.383567134268537,-0.5338184515121466
2.393186372745491,-0.5334281821220683
2.402805611222445,-0.5330414026158081
2.412424849699399,-0.5326581023531258
2.422044088176353,-0.5322782702589862
2.4316633266533065,-0.5319018948368626
