R_angstrom,E_UHF_aug-cc-pVTZ_Eh
0.2,0.8377942751035539
0.2096192384769539,0.7279640407035244
0.21923847695390783,0.6288091352726293
0.22885771543086172,0.5389684819249633
0.23847695390781565,0.4572997388578348
0.24809619238476954,0.38283713719653845
0.25771543086172344,0.31475870684664475
0.26733466933867733,0.25236053016230287
0.2769539078156313,0.19503632332440712
0.2865731462925852,0.14226110364616673
0.2961923847695391,0.09357802348926803
0.305811623246493,0.04858768137705982
0.3154308617234469,0.006939387060797886
0.3250501002004008,-0.03167602096331068
0.3346693386773547,-0.06753211651786839
0.3442885771543086,-0.10087182830516128
0.3539078156312625,-0.1319115749607831
0.3635270541082164,-0.16084474360012863
0.37314629258517035,-0.18784463177214278
0.38276553106212424,-0.21306694845816865
0.3923847695390782,-0.2366519506583653
0.4020040080160321,-0.2587262771003958
0.411623246492986,-0.2794045287575836
0.4212424849699399,-0.298790636498756
0.4308617234468938,-0.3169790487958584
0.44048096192384767,-0.3340557665263962
0.4501002004008016,-0.3500992472389157
0.4597194388777555,-0.3651811974901089
0.4693386773547094,-0.3793672688509892
0.4789579158316633,-0.3927176707235958
0.48857715430861726,-0.40528771111041867
0.49819639278557115,-0.41712827482268866
0.507815631262525,-0.4282862472441631
0.5174348697394789,-0.4388048906139809
0.5270541082164328,-0.44872417882576104
0.5366733466933868,-0.458081095918853
0.5462925851703406,-0.4669099027354046
0.5559118236472946,-0.4752423756198098
0.5655310621242484,-0.4831080205229053
0.5751503006012024,-0.4905342654290221
0.5847695390781563,-0.4975466336438729
0.5943887775551102,-0.5041689001515239
0.6040080160320641,-0.5104232329635031
0.613627254509018,-0.51633032113572
0.623246492985972,-0.5219094909186109
0.6328657314629258,-0.5271788113188117
0.6424849699398798,-0.5321551901929588
0.6521042084168336,-0.5368544618572646
0.6617234468937876,-0.5412914670744862
0.6713426853707415,-0.5454801261812086
0.6809619238476954,-0.5494335060251503
0.6905811623246493,-0.5531638813093609
0.7002004008016032,-0.5566827908693366
0.7098196392785572,-0.5600010893551897
0.719438877755511,-0.5631289947375048
0.729058116232465,-0.5660761320138861
0.7386773547094188,-0.5688515734535251
0.7482965931863728,-0.5714638756852217
0.7579158316633265,-0.573921113902994
0.7675350701402806,-0.5762309134381076
0.7771543086172346,-0.5784004789244623
0.7867735470941883,-0.5804366212609868
0.7963927855711423,-0.582345782559482
0.8060120240480961,-0.5841340592467983
0.8156312625250501,-0.585807223477112
0.8252505010020039,-0.5873707429967383
0.8348697394789579,-0.5888297995890868
0.8444889779559117,-0.5901893062196356
0.8541082164328657,-0.5914539229872937
0.8637274549098197,-0.592628071981189
0.8733466933867735,-0.5937159511317123
0.8829659318637275,-0.5947215471378277
0.8925851703406813,-0.5956486475443679
0.9022044088176353,-0.5965008520373487
0.9118236472945891,-0.5972815830171749
0.9214428857715431,-0.5979940955065397
0.9310621242484969,-0.5986414864428611
0.9406813627254509,-0.5992267033999626
0.9503006012024049,-0.5997525527819803
0.9599198396793587,-0.6002217075247572
0.9695390781563127,-0.6006367143406752
0.9791583166332665,-0.6010000005360702
0.9887775551102205,-0.6013138804300711
0.9983967935871743,-0.6015805613999632
1.0080160320641283,-0.6018021495762619
1.017635270541082,-0.6019806552090117
1.027254509018036,-0.6021179977245636
1.03687374749499,-0.6022160104911471
1.0464929859719438,-0.6022764453098104
1.0561122244488979,-0.6023009766462277
1.0657314629258516,-0.6022912056179716
1.0753507014028056,-0.6022486637513464
1.0849699398797594,-0.6021748165197063
1.0945891783567134,-0.6020710666764845
1.1042084168336672,-0.601938757393804
1.1138276553106212,-0.6017791752179869
1.123446893787575,-0.6015935528523915
1.133066132264529,-0.6013830717777144
1.142685370741483,-0.6011488647190588
1.1523046092184368,-0.6008920179692754
1.1619238476953908,-0.6006135735770872
1.1715430861723446,-0.6003145314084832
1.1811623246492986,-0.5999958510893395
1.1907815631262524,-0.5996584538367669
1.2004008016032064,-0.5993032241865349
1.2100200400801602,-0.598931011623333
1.2196392785571142,-0.5985426321202153
1.229258517034068,-0.5981388695937504
1.238877755511022,-0.5977204772800724
1.2484969939879758,-0.5972881790375109
1.2581162324649298,-0.5968426705809564
1.2677354709418838,-0.596384620652314
1.2773547094188376,-0.5959146721318176
1.2869739478957916,-0.5954334430938708
1.2965931863727453,-0.5949415278114814
1.3062124248496993,-0.5944394977125487
1.3158316633266531,-0.5939279022913581
1.3254509018036071,-0.5934072699780145
1.335070140280561,-0.5928781089688508
1.344689378757515,-0.5923409080196504
1.354308617234469,-0.5917961372047935
1.3639278557114227,-0.5912442486435177
1.3735470941883767,-0.5906856771957767
1.3831663326653305,-0.5901208411292211
1.3927855711422845,-0.5895501427586741
1.4024048096192383,-0.588973969059827
1.4120240480961923,-0.5883926922583593
1.421643286573146,-0.5878066703954506
1.4312625250501,-0.5872162478712442
1.440881763527054,-0.5866217559668045
1.4505010020040079,-0.5860235133457028
1.460120240480962,-0.5854218265362376
1.4697394789579157,-0.5848169903947581
1.4793587174348697,-0.5842092885511273
1.4889779559118235,-0.5835989938368467
1.4985971943887775,-0.5829863686966459
1.5082164328657313,-0.5823716655839672
1.5178356713426853,-0.5817551273411407
1.5274549098196393,-0.5811369875646812
1.537074148296593,-0.5805174709562513
1.546693386773547,-0.5798967936599455
1.5563126252505008,-0.5792751635860975
1.5659318637274549,-0.5786527807225156
1.5755511022044086,-0.578029837433137
1.5851703406813626,-0.5774065187450084
1.5947895791583164,-0.5767830026236203
1.6044088176352704,-0.5761594602373832
1.6140280561122244,-0.5755360562113292
1.6236472945891782,-0.5749129488707481
1.6332665330661322,-0.5742902904749363
1.642885771543086,-0.5736682274414993
1.65250501002004,-0.5730469005616243
1.6621242484969938,-0.5724264452066524
1.6717434869739478,-0.5718069915262746
1.6813627254509016,-0.5711886646387807
1.6909819639278556,-0.5705715848135366
1.7006012024048096,-0.5699558676461642
1.7102204408817634,-0.5693416242266378
1.7198396793587174,-0.568728961300659
1.7294589178356712,-0.5681179814245545
1.7390781563126252,-0.567508783113873
