R_angstrom,E_RHF_aug-cc-pV5Z_Eh
0.2,0.04549150866491669
0.2096192384769539,-0.058853416335271636
0.21923847695390783,-0.15255296463645363
0.22885771543086172,-0.236973577678669
0.23847695390781565,-0.31326218738156875
0.24809619238476954,-0.3823885458063836
0.25771543086172344,-0.4451780964212567
0.26733466933867733,-0.5023377698232315
0.2769539078156313,-0.5544764263358842
0.2865731462925852,-0.6021212034565737
0.2961923847695391,-0.6457306972512953
0.305811623246493,-0.6857056724154803
0.3154308617234469,-0.7223978261637245
0.3250501002004008,-0.756117006892133
0.3346693386773547,-0.7871371964794623
0.3442885771543086,-0.8157014962860801
0.3539078156312625,-0.8420263049024754
0.3635270541082164,-0.8663048362966631
0.37314629258517035,-0.8887100965588774
0.38276553106212424,-0.9093974139802643
0.3923847695390782,-0.9285065988603077
0.4020040080160321,-0.946163794793184
0.411623246492986,-0.9624830719145572
0.4212424849699399,-0.9775678032261621
0.4308617234468938,-0.9915118578494444
0.44048096192384767,-1.004400639113979
0.4501002004008016,-1.0163119906142373
0.4597194388777555,-1.0273169894381728
0.4693386773547094,-1.0374806426638137
0.4789579158316633,-1.0468625005827756
0.48857715430861726,-1.0555171980350577
0.49819639278557115,-1.0634949334348196
0.507815631262525,-1.070841893685641
0.5174348697394789,-1.0776006319308031
0.5270541082164328,-1.0838104040941388
0.5366733466933868,-1.0895074693226303
0.5462925851703406,-1.0947253587504306
0.5559118236472946,-1.0994951163436335
0.5655310621242484,-1.10384551513937
0.5751503006012024,-1.1078032516843166
0.5847695390781563,-1.1113931211705887
0.5943887775551102,-1.1146381753914887
0.6040080160320641,-1.117559865429012
0.613627254509018,-1.120178170715519
0.623246492985972,-1.122511715978936
0.6328657314629258,-1.124577877365718
0.6424849699398798,-1.126392878932172
0.6521042084168336,-1.1279718805568506
0.6617234468937876,-1.1293290581570083
0.6713426853707415,-1.130477677035834
0.6809619238476954,-1.1314301590224773
0.6905811623246493,-1.1321981439938336
0.7002004008016032,-1.132792546297412
0.7098196392785572,-1.1332236065299404
0.719438877755511,-1.1335009390830675
0.729058116232465,-1.133633575846741
0.7386773547094188,-1.1336300064098346
0.7482965931863728,-1.1334982150798125
0.7579158316633265,-1.1332457149998352
0.7675350701402806,-1.1328795796270104
0.7771543086172346,-1.132406471786338
0.7867735470941883,-1.131832670533381
0.7963927855711423,-1.1311640959869131
0.8060120240480961,-1.1304063323282807
0.8156312625250501,-1.1295646491169067
0.8252505010020039,-1.128644021054672
0.8348697394789579,-1.1276491463459577
0.8444889779559117,-1.1265844637550382
0.8541082164328657,-1.1254541684740396
0.8637274549098197,-1.1242622268950573
0.8733466933867735,-1.1230123903708562
0.8829659318637275,-1.1217082080434704
0.8925851703406813,-1.120353038815531
0.9022044088176353,-1.1189500625231628
0.9118236472945891,-1.1175022903715124
0.9214428857715431,-1.1160125746911587
0.9310621242484969,-1.1144836180589204
0.9406813627254509,-1.1129179818335175
0.9503006012024049,-1.1113180941442702
0.9599198396793587,-1.109686257374095
0.9695390781563127,-1.1080246551709847
0.9791583166332665,-1.1063353590215526
0.9887775551102205,-1.104620334416126
0.9983967935871743,-1.1028814466340964
1.0080160320641283,-1.1011204661764153
1.017635270541082,-1.0993390738662026
1.027254509018036,-1.0975388656448106
1.03687374749499,-1.095721357078026
1.0464929859719438,-1.0938879875970176
1.0561122244488979,-1.0920401244886446
1.0657314629258516,-1.0901790666523579
1.0753507014028056,-1.0883060481391942
1.0849699398797594,-1.086422241488148
1.0945891783567134,-1.0845287608703515
1.1042084168336672,-1.0826266650564471
1.1138276553106212,-1.080716960216471
1.123446893787575,-1.0788006025650607
1.133066132264529,-1.0768785008581756
1.142685370741483,-1.0749515187539327
1.1523046092184368,-1.0730204770456528
1.1619238476953908,-1.0710861557727833
1.1715430861723446,-1.0691492962189189
1.1811623246492986,-1.0672106028040358
1.1907815631262524,-1.0652707448757965
1.2004008016032064,-1.063330358406719
1.2100200400801602,-1.061390047603032
1.2196392785571142,-1.059450386429179
1.229258517034068,-1.0575119200541927
1.238877755511022,-1.0555751662237056
1.2484969939879758,-1.0536406165605232
1.2581162324649298,-1.0517087378002787
1.2677354709418838,-1.0497799729638793
1.2773547094188376,-1.0478547424703843
1.2869739478957916,-1.045933445194444
1.2965931863727453,-1.0440164594702326
1.3062124248496993,-1.042104144045822
1.3158316633266531,-1.0401968389890466
1.3254509018036071,-1.0382948665500136
1.335070140280561,-1.0363985319795495
1.344689378757515,-1.0345081243081895
