R_angstrom,E_CCSD_aug-cc-pVQZ_Eh
0.2,0.007031714617700392
0.2096192384769539,-0.09724918307634467
0.21923847695390783,-0.19089184482686933
0.22885771543086172,-0.2752634799189083
0.23847695390781565,-0.3515114698951077
0.24809619238476954,-0.4206056332264417
0.25771543086172344,-0.4833711211339027
0.26733466933867733,-0.5405142933156145
0.2769539078156313,-0.5926432140562553
0.2865731462925852,-0.6402840057371492
0.2961923847695391,-0.6838941090863564
0.305811623246493,-0.7238731688565261
0.3154308617234469,-0.760571935905089
0.3250501002004008,-0.7942995229871113
0.3346693386773547,-0.8253293706180428
0.3442885771543086,-0.8539042061352292
0.3539078156312625,-0.8802401946817031
0.3635270541082164,-0.9045304322551283
0.37314629258517035,-0.926947898321824
0.38276553106212424,-0.9476479637895995
0.3923847695390782,-0.9667705312082978
0.4020040080160321,-0.9844418696721102
0.411623246492986,-1.0007761950427778
0.4212424849699399,-1.0158770365212977
0.4308617234468938,-1.0298384231445725
0.44048096192384767,-1.0427459176739948
0.4501002004008016,-1.0546775204869463
0.4597194388777555,-1.0657044620853755
0.4693386773547094,-1.075891899715123
0.4789579158316633,-1.0852995309192164
0.48857715430861726,-1.0939821348442418
0.49819639278557115,-1.101990050493765
0.507815631262525,-1.1093695999810649
0.5174348697394789,-1.1161634639987947
0.5270541082164328,-1.1224110160117275
0.5366733466933868,-1.1281486209976113
0.5462925851703406,-1.1334099036198069
0.5559118236472946,-1.1382259897351923
0.5655310621242484,-1.1426257241685793
0.5751503006012024,-1.146635867028267
0.5847695390781563,-1.150281270384761
0.5943887775551102,-1.1535850372818641
0.6040080160320641,-1.156568664861827
0.613627254509018,-1.1592521735005685
0.623246492985972,-1.161654223720849
0.6328657314629258,-1.1637922224343245
0.6424849699398798,-1.1656824198063436
0.6521042084168336,-1.1673399977948464
0.6617234468937876,-1.1687791511962162
0.6713426853707415,-1.170013161886378
0.6809619238476954,-1.171054466830252
0.6905811623246493,-1.1719147203863034
0.7002004008016032,-1.1726048513780505
0.7098196392785572,-1.1731351153858727
0.719438877755511,-1.1735151426816222
0.729058116232465,-1.1737539821960088
0.7386773547094188,-1.1738601418886139
0.7482965931863728,-1.1738416258519018
0.7579158316633265,-1.1737059684577522
0.7675350701402806,-1.1734602658168662
0.7771543086172346,-1.1731112048027084
0.7867735470941883,-1.1726650898626103
0.7963927855711423,-1.1721278678104128
0.8060120240480961,-1.1715051507806846
0.8156312625250501,-1.170802237499575
0.8252505010020039,-1.1700241330134522
0.8348697394789579,-1.1691755669998012
0.8444889779559117,-1.1682610107749003
0.8541082164328657,-1.1672846930997005
0.8637274549098197,-1.1662506148787088
0.8733466933867735,-1.1651625628372724
0.8829659318637275,-1.1640241222583203
0.8925851703406813,-1.162838688850163
0.9022044088176353,-1.1616094798148018
0.9118236472945891,-1.1603395441791446
0.9214428857715431,-1.1590317724451498
0.9310621242484969,-1.1576889056157134
0.9406813627254509,-1.1563135436383167
0.9503006012024049,-1.1549081533177519
0.9599198396793587,-1.1534750757308432
0.9695390781563127,-1.1520165331852052
0.9791583166332665,-1.1505346357509023
0.9887775551102205,-1.149031387397217
0.9983967935871743,-1.1475086917607293
1.0080160320641283,-1.1459683575688955
1.017635270541082,-1.1444121037428618
1.027254509018036,-1.1428415641990979
